,subj,block,trial,error,F0_error,carrier_word,target_word,target_start,target_end,target_dur,target_sylons,target_sylonsvoice,target_sylonsclass,target_vowel,target_tone,target_sylonsdur,target_voweldur,specTilt_1,specTilt_2,specTilt_3,specTilt_4,jitter_1,jitter_2,jitter_3,jitter_4,shimmer_1,shimmer_2,shimmer_3,shimmer_4,hnr_1,hnr_2,hnr_3,hnr_4,amp_1,amp_2,amp_3,amp_4,f1_1,f1_2,f1_3,f1_4,f2_1,f2_2,f2_3,f2_4,f3_1,f3_2,f3_3,f3_4,f0_1,f0_2,f0_3,f0_4
101,MM02,2,38,FALSE,FALSE,say,tO,2.568125794,2.972603179,0.404477384,t,,obstruent,O,M,0.02655862,0.377918764,3.397707134,1.644353957,2.711641689,17.91130182,0.0155,0.00355,0.00677,0.01121,0.04007,0.06192,0.05219,0.14013,16.54460717,19.57694252,14.74408693,15.26162248,73.72095408,72.06118222,62.72490587,57.51622193,623.1010541,532.2593255,701.1053017,754.8262648,2127.289028,1774.481364,2705.485926,2478.36759,3058.944409,3503.225356,3905.744901,3552.242184,137.7815254,130.1932715,128.9399123,133.6962028
102,MM02,2,39,FALSE,FALSE,say,le,1.466178721,1.902066809,0.435888088,l,,sonorant,e,H,0.127479737,0.308408351,-3.61902597,-3.745647348,1.143023529,16.31485391,0.01563,0.00428,0.0028,0.01696,0.08775,0.02863,0.08771,0.15551,16.38923287,21.33302234,17.58256688,18.68568493,72.9719019,72.93784925,66.97599618,58.60447592,346.4106455,355.719439,329.2483703,514.5142877,1973.905065,1893.472938,1832.605145,2007.14759,2627.251259,2589.573425,2608.611903,2806.613277,154.9484339,155.3751168,153.8457158,149.9502604
103,MM02,2,40,FALSE,FALSE,say,na,1.558252297,2.06414029,0.505887994,n,,sonorant,a,M,0.139692304,0.366195689,5.769696333,2.124694214,6.132566835,16.74210603,0.00668,0.00849,0.00744,0.02165,0.02564,0.08223,0.10779,0.10974,16.28574172,14.94935541,17.43666015,NA,73.96074631,69.84724126,63.6362929,53.58959821,729.7125862,642.4566717,869.8318394,1188.836928,1778.485655,1623.933591,1642.620089,2055.042359,3303.241702,3281.299823,3410.019912,3567.614279,136.5329413,132.129237,135.5990096,140.064834
104,MM02,2,41,FALSE,FALSE,say,na,1.262032986,1.568425923,0.306392937,n,,sonorant,a,L,0.119237518,0.187155418,4.504114468,3.206381803,-1.848873138,-0.803308125,0.03731,NA,NA,NA,0.00698,NA,NA,NA,-5.767101069,6.907654351,4.871688276,NA,68.4447277,63.86479372,57.59847821,51.20642209,603.0112167,807.9970681,1048.20846,1063.305039,1406.584404,1623.171896,1718.087353,1741.979811,3270.591838,3356.643542,3333.511894,3339.671721,118.139249,105.8480615,94.20362575,87.28162965
105,MM02,2,42,FALSE,FALSE,say,tE,1.142255964,1.425949038,0.283693073,t,,obstruent,E,L,0.026629549,0.257063524,8.283105755,5.134788447,-9.358509507,NA,0.03945,NA,NA,NA,0.13498,NA,NA,NA,2.326690119,-0.34771755,-0.650298774,NA,71.93898157,61.36346664,56.00699819,51.78024789,472.1420729,527.4800295,522.3958743,569.6858841,1969.268182,2011.52403,2035.399896,1969.650891,2554.197023,2524.776658,2612.430691,2620.410954,121.0898888,98.95874788,92.87287419,NA
106,MM02,2,43,FALSE,FALSE,say,tO,1.117905709,1.288894383,0.170988674,t,,obstruent,O,L,0.031522963,0.13946571,5.258072205,0.310528849,5.15272224,-3.606193866,0.08642,NA,NA,NA,NA,NA,NA,NA,-2.373267072,-0.431719147,-1.062746863,-1.121082778,69.14543862,65.50839619,59.48933963,52.06009738,354.33184,406.3219702,431.657294,465.8802345,800.7520477,1303.498686,1420.882419,602.0630545,2685.142786,2923.433659,3059.812961,2585.645954,126.8091428,109.1216413,98.49065232,92.01979666
107,MM02,2,44,FALSE,FALSE,say,lu,0.901287834,1.306024379,0.404736544,l,,sonorant,u,M,0.117352533,0.287384012,0.325797595,0.737294056,4.036264942,13.83951952,0.00395,0.0039,0.00891,0.01325,0.05171,0.08274,0.1388,0.17833,25.0609687,31.78074939,19.38616856,14.96149685,71.2244408,67.14919254,60.03453716,52.40109612,318.1751843,316.2831147,275.6434654,793.7634526,2488.531297,1819.930971,1496.136837,1981.352662,2740.047459,2943.975727,2659.497118,3161.617471,132.3891017,128.9766774,128.382595,130.3186405
108,MM02,2,45,FALSE,FALSE,say,ti,0.876415917,1.276542912,0.400126995,t,,obstruent,i,L,0.101676796,0.298450199,9.841833867,11.01581543,NA,NA,0.05571,NA,NA,NA,0.26768,NA,NA,NA,5.771359812,1.460113155,-0.46996837,0.080586596,65.16613946,61.27545371,56.73000201,51.77759101,284.943064,1917.934538,1920.934625,1980.791354,2415.859984,3025.059416,2918.368309,2858.895756,3493.678372,3961.099828,3812.815183,3864.706359,115.1874646,102.5118963,NA,NA
109,MM02,2,46,FALSE,FALSE,say,lE,7.423269849,7.815636968,0.392367119,l,,sonorant,E,H,0.124523881,0.267843239,-0.287011331,5.583866123,12.15727624,12.47798938,0.01205,0.00289,0.00783,0.01614,0.09813,0.04469,0.16555,0.19634,12.97241364,13.11923075,11.46452359,8.254648374,76.04882419,74.10880993,68.18247722,57.00378255,536.3921406,565.3164429,449.8817485,1875.354372,1862.270481,1900.341341,1911.699787,2589.906257,2719.266902,2623.475134,2621.528974,3473.22119,154.7651648,152.1850376,151.5224771,155.1397427
110,MM02,2,47,FALSE,FALSE,say,nE,2.509049927,2.951409802,0.442359875,n,,sonorant,E,M,0.14937289,0.292986985,3.85996088,1.452291351,4.317876271,14.56753059,0.00446,0.00408,0.00467,0.02382,0.02419,0.06625,0.10486,0.18875,13.01589339,12.47730164,13.19099231,14.45710509,75.72813232,72.58916088,67.05367579,58.57495206,442.6910802,481.7119027,645.4081912,1779.510881,1907.160047,1870.614439,1991.506208,2663.6337,2717.64005,2725.560991,2871.80402,3712.038169,135.0728834,131.141118,132.2793739,134.3943687
111,MM02,2,48,FALSE,FALSE,say,ne,2.258255275,2.7348931,0.476637825,n,,sonorant,e,M,0.124431963,0.352205862,4.589506739,0.713801916,3.181452445,21.71180848,0.00695,0.00301,0.00596,0.00986,0.02996,0.04808,0.09891,0.18409,18.27664513,20.15595174,19.25733317,16.54429635,76.71990319,75.51662603,67.69588026,57.50760957,345.1970343,359.8781759,353.0190612,718.7657119,2219.148973,2101.170728,2031.037459,2141.565876,2594.624662,2366.190841,2622.654062,2949.367451,136.9111009,134.1695372,130.8571192,131.7102118
112,MM02,2,49,FALSE,FALSE,say,te,3.445242749,3.730627154,0.285384405,t,,obstruent,e,H,0.029932734,0.255451671,-2.50773361,-6.980606742,-3.989864396,7.953476765,0.02901,0.00353,0.00306,0.01021,0.01192,0.05465,0.13607,0.22008,11.93433734,18.27673272,15.27896774,12.09371854,77.05966501,75.27411105,69.5229793,54.866515,371.3678983,371.8272201,366.9552785,277.1127465,1906.081307,2003.317497,2049.717782,2107.027563,2509.343295,2517.244029,2606.351856,2584.976577,174.833225,157.8268481,159.0987754,158.2048907
113,MM02,2,50,FALSE,FALSE,say,lE,1.825512957,2.148091739,0.322578782,l,,sonorant,E,L,0.125739055,0.196839728,-2.333696269,-7.202325058,-6.271424687,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.228547208,0.381923406,0.287023724,2.341324702,62.68780538,62.11107514,58.28141162,51.03250208,524.2848179,549.1642184,749.3818389,1777.205737,1958.485903,2027.087153,2034.734373,2019.892936,2727.192616,2841.098933,2794.922176,3147.087621,105.154231,96.3165269,92.56296026,NA
114,MM02,2,51,FALSE,FALSE,say,lu,2.080115124,2.410238095,0.330122972,l,,sonorant,u,H,0.116760702,0.21336227,2.46273275,4.635271284,4.498285259,19.01087049,0.00445,0.0032,0.01718,0.02141,0.04138,0.07495,0.20591,0.14812,25.82324104,28.83866505,16.36059004,16.25551613,70.67526387,67.81223761,60.93604846,55.3233623,278.324562,267.8591793,309.4569735,194.9593631,806.9402236,1179.904298,1804.092071,1841.297032,2498.976553,2905.406497,3396.125493,3385.186076,153.5298997,154.4103358,158.1344676,152.5636649
115,MM02,2,52,FALSE,FALSE,say,lo,2.060194887,2.581160843,0.520965956,l,,sonorant,o,M,0.184421791,0.336544164,0.875170153,1.71739958,5.977845617,18.07467767,0.00432,0.00413,0.00578,0.01033,0.04484,0.05154,0.11429,0.12255,24.87888152,24.23952367,19.99887718,17.90009046,74.71734093,72.4115057,66.25712095,58.97756964,350.4355109,330.8741157,291.7154132,773.5752626,789.2208644,553.7590301,727.9855418,2331.28044,2603.561734,2682.926197,2698.723055,3582.118064,139.1028884,135.9301157,133.7519065,136.8114163
116,MM02,2,53,FALSE,FALSE,say,lO,1.387526775,1.730580778,0.343054004,l,,sonorant,O,L,0.132943973,0.210110031,8.865845631,3.125230746,2.69940058,-12.55716173,0.05612,NA,0.03214,0.0338,0.04965,NA,0.26582,NA,-0.366300361,1.367750482,1.852858616,3.106939428,64.17698987,60.69150868,55.82190117,53.70551417,531.9344544,578.3329648,579.8921208,558.7173252,1083.439094,1045.551689,1038.670736,1139.191986,2581.200097,2726.934725,2690.732526,2711.293517,120.4943874,102.0697353,124.0978779,153.7698963
117,MM02,2,54,FALSE,FALSE,say,ni,1.696044461,2.19924579,0.503201329,n,,sonorant,i,M,0.144322248,0.358879081,6.994998158,6.906777942,11.91516537,21.15003063,0.00562,0.00542,0.00816,0.01786,0.03129,0.0539,0.07779,0.07912,25.72877061,25.30513114,22.2240441,22.08446607,72.15885282,71.61022571,63.35016269,55.88152537,272.0179763,245.980856,234.6468006,148.1177017,2520.607515,2261.203205,2502.08386,2288.615199,3591.120035,2737.447621,3254.35898,2664.240834,136.2034087,134.9104297,133.1800604,139.0963824
118,MM02,2,55,FALSE,FALSE,say,tE,2.442824542,2.817983252,0.37515871,t,,obstruent,E,M,0.033108187,0.342050523,3.294134107,4.962995319,10.2610122,20.82850814,0.01536,0.00529,0.00788,0.01508,0.04301,0.03953,0.0766,0.13124,13.1388033,14.04817844,13.91566494,14.20970859,71.86155778,69.98728902,63.92808337,56.48234457,455.6163267,467.647928,440.855253,1766.595314,1800.535483,1882.211257,1887.10551,2567.475865,2785.36557,2790.711066,2716.813117,3399.916751,143.4378118,135.2086714,134.874031,141.7613126
119,MM02,2,56,FALSE,FALSE,say,la,1.443683465,1.781204636,0.337521171,l,,sonorant,a,L,0.152970369,0.184550802,-2.414152849,-5.177758167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.559502055,-2.017303859,-1.971925365,-0.192488008,56.50638865,54.67533181,52.41371203,51.37704277,694.1205547,796.0920078,757.3321862,743.5519975,1474.38092,1503.919555,1557.081274,1505.877195,2633.81601,2659.275467,2611.255943,2642.918572,95.52655857,92.52843323,NA,NA
120,MM02,2,57,FALSE,FALSE,say,ta,2.400330115,2.672483159,0.272153044,t,,obstruent,a,H,0.010786872,0.261366172,-0.418281368,3.62200877,9.624601842,26.32584903,0.02236,0.00337,0.00571,0.01286,0.05861,0.05793,0.12561,0.24721,14.31249173,16.13247259,12.45146544,7.87232302,72.46916313,69.15327039,65.21021178,55.62000981,685.3830638,660.651906,664.8956741,1422.610199,1383.380157,1429.44826,1550.580332,2812.78349,2777.275591,2738.731581,2860.160932,3538.316342,153.748236,148.7574615,148.5194269,152.9365458
121,MM02,2,58,FALSE,FALSE,say,lO,1.29402411,1.704943779,0.410919669,l,,sonorant,O,H,0.171527521,0.239392149,-1.433398311,-0.616511543,11.60380214,16.49997807,0.00991,0.00515,0.01057,0.00631,0.15817,0.0429,0.08842,0.14911,12.36411314,14.86449565,13.42730431,14.4078208,68.9414181,67.91842356,65.71241643,57.2188361,528.6281048,486.4451199,545.0769204,894.8222831,893.3825944,895.6064474,1431.430167,2756.742306,2638.431677,2691.831386,2912.461116,3235.639981,158.9628338,154.3841159,147.813178,153.8000622
122,MM02,2,59,FALSE,FALSE,say,to,1.245733801,1.519403606,0.273669806,t,,obstruent,o,H,0.012672324,0.260997481,-2.106272702,-1.330540572,4.388386498,19.85909382,0.028,0.00605,0.00588,0.01235,0.05758,0.03694,0.11509,0.16858,19.45546429,21.41497305,21.13271921,17.82896324,70.11882009,69.74604475,65.33030633,56.91467832,385.2737117,332.9295195,320.0430734,547.6522579,682.9830367,634.0650657,614.3399641,2247.486168,2638.522533,2590.770551,2615.543996,3421.662403,159.5078599,152.8050017,151.6641191,156.6239608
123,MM02,2,60,FALSE,FALSE,say,le,1.130134249,1.564529989,0.43439574,l,,sonorant,e,M,0.142669189,0.291726551,-0.120123675,0.242062078,0.94018546,16.11085445,0.00325,0.00341,0.00286,0.01819,0.01482,0.04479,0.08945,0.11814,21.32564117,19.05523528,21.46790013,16.36438563,72.00719519,70.15293868,65.29272298,56.39123978,356.9403782,353.7227516,323.3205989,915.6867636,1952.417097,1984.456199,1893.246853,2313.548822,2577.252393,2591.41237,2610.227363,3110.582934,132.9743132,131.8720776,132.3485188,136.1572268
124,MM02,2,61,FALSE,FALSE,say,tu,1.085502005,1.378903344,0.293401338,t,,obstruent,u,H,0.106640396,0.186760943,3.131006926,3.637923823,12.92260161,11.65872078,0.01625,0.00686,0.00442,0.01755,0.1238,0.02997,0.10197,0.30647,18.5093841,21.78632157,21.16069709,16.65116912,66.79622239,66.91188641,64.12662095,55.64060031,316.0884388,289.251726,195.3500351,929.5678804,1665.343597,1834.639911,1921.688386,2056.430051,2716.923227,2744.495208,2697.330333,3211.315999,162.740292,155.9244102,151.4206421,153.0188523
125,MM02,2,62,FALSE,FALSE,say,to,1.323844418,1.66065289,0.336808472,t,,obstruent,o,M,0.020150712,0.31665776,0.537368443,0.141079322,1.256598034,11.99162438,0.0137,0.00243,0.00884,0.02194,0.06194,0.03069,0.161,0.2689,19.9524707,26.8872533,19.85922763,13.14273187,70.68420083,68.52775532,63.2449234,51.96644023,330.0770905,346.7539794,382.5355385,538.7496105,567.2426081,541.4445379,886.2014948,2115.71804,2635.914477,2620.795128,2802.370462,3225.689144,139.5551814,131.5940306,129.0887087,131.1281441
126,MM02,2,63,FALSE,FALSE,say,no,1.01698955,1.341990083,0.325000533,n,,sonorant,o,H,0.076456755,0.248543779,9.978437819,8.246673552,10.32345279,10.30290952,0.0041,0.00263,0.00279,0.01958,0.04043,0.0399,0.08704,0.16099,23.26095443,24.32915393,22.6006847,16.78795637,72.24989758,71.29871069,66.76195922,56.47714514,420.5606688,376.5595128,404.3638342,407.3989077,843.9667091,738.4649684,1393.967979,2107.699031,2681.445582,2773.512429,3070.905494,3513.455132,148.3741824,150.2100734,151.188427,157.0516271
127,MM02,3,1,FALSE,FALSE,say,nO,6.402354582,6.747845348,0.345490766,n,,sonorant,O,L,0.116879035,0.228611731,5.732546801,7.392926137,-5.458841414,NA,0.04296,NA,NA,0.03926,0.15337,NA,NA,0.1509,-8.152512423,-2.383237548,-0.355352292,NA,67.01798272,61.40970295,54.55127956,49.83925921,723.4154662,654.8228508,689.461425,736.6619639,1599.881576,1531.485531,1631.560534,1740.410452,2852.280488,3121.297751,3152.042787,3207.417657,114.443066,98.91627748,86.20167259,NA
128,MM02,3,2,FALSE,FALSE,say,ta,1.361144424,1.562131935,0.20098751,t,,obstruent,a,L,0.010206682,0.190780828,6.167364733,-3.471816745,NA,NA,0.0874,NA,NA,0.24466,0.22603,NA,NA,NA,1.041169706,2.740845164,-0.794485662,NA,69.72213949,65.11470275,55.73198701,51.68092812,662.1891102,712.34664,723.7520506,1041.327619,1370.883558,1364.992495,1386.560028,1846.696838,2718.140576,2626.126057,2718.359115,2802.227286,109.3301399,106.3350317,NA,NA
129,MM02,3,3,FALSE,FALSE,say,li,1.15848828,1.557530524,0.399042244,l,,sonorant,i,H,0.135748033,0.263294211,-0.015779349,0.125443873,1.840367377,15.13452208,0.00687,0.00275,0.01882,0.02334,0.03828,0.05295,0.14709,0.19348,21.01048106,21.99487089,14.63536944,11.79716395,73.76570341,70.52704217,64.68497844,56.45615193,293.8627864,292.6321204,809.3579276,2006.280216,2058.174511,2017.036797,2330.44614,3012.960855,2684.979113,3053.239032,3295.977112,3796.463559,153.812428,157.4529462,155.3184905,148.9556228
130,MM02,3,4,FALSE,FALSE,say,li,0.93401483,1.2201747,0.28615987,l,,sonorant,i,L,0.11235011,0.17380976,3.43002448,4.908225479,14.16223382,-5.675168812,NA,NA,NA,NA,NA,NA,NA,NA,-10.79162827,-0.730498118,6.823721454,2.848158727,65.50702906,64.98542262,61.05509742,54.4087138,321.7930916,316.2613298,946.5489057,1910.724786,2064.194217,1964.050966,2484.894065,3163.227924,2870.327948,3165.693028,3409.081281,3830.225474,115.1380864,111.3374704,101.7861597,95.11831821
131,MM02,3,5,FALSE,FALSE,say,lO,1.922131343,2.321800088,0.399668745,l,,sonorant,O,H,0.130302167,0.269366579,7.838947024,2.14013202,5.932382122,21.44123292,0.01049,0.00547,0.00917,0.00902,0.13525,0.10069,0.12094,0.21904,13.0752048,16.53821193,14.81625612,17.15794057,72.92652281,69.47274324,66.3703645,56.73401779,489.755979,572.262187,660.0219395,895.875152,1327.180024,2138.901907,1923.111637,2469.639732,2979.822084,3235.509189,3260.184915,3163.153477,151.8323696,153.9852374,150.5324253,149.0420355
132,MM02,3,6,FALSE,FALSE,say,ta,1.3060883,1.569456718,0.263368419,t,,obstruent,a,M,0.010025734,0.253342684,6.297028391,1.458808834,4.903745815,18.15255518,0.03138,0.00236,0.00882,0.02977,0.0784,0.02324,0.19994,0.11405,5.57179493,12.80232997,5.515417724,NA,69.40699817,69.51051658,64.00870454,54.32057087,1061.124408,761.8529368,818.1463066,1395.340543,1859.782734,1477.300772,1501.491944,2050.966029,2978.436685,2264.615206,2295.589072,3375.294034,135.1378551,131.6933374,127.712145,131.2127395
133,MM02,3,7,FALSE,FALSE,say,la,0.953316821,1.311966418,0.358649597,l,,sonorant,a,L,0.145740927,0.212908669,1.91274985,1.519298996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.598131424,-2.819169176,0.03136713,1.284890752,61.37964126,54.57830867,54.15733391,51.97368334,901.0816091,1206.116827,1075.826979,1075.510053,1464.982965,1774.206043,1484.269442,1411.983548,2707.609421,3231.673109,2693.305814,2502.266611,109.4909698,104.41464,NA,NA
134,MM02,3,8,FALSE,FALSE,say,ti,1.654082986,1.990177849,0.336094863,t,,obstruent,i,H,0.100902955,0.235191908,5.738153097,8.088998281,9.746657211,15.28821454,0.02737,0.00806,0.01256,0.01702,0.08863,0.02308,0.16607,0.20945,19.09024044,19.71556332,16.78065347,11.34344647,68.46138833,69.35970087,66.21199747,55.91885102,251.1537488,226.5260982,185.2086883,1343.562906,2438.012309,2493.018807,2451.411077,2742.767881,2796.079369,3301.539404,3208.644722,3581.070639,160.5428977,150.4758255,142.4871468,140.4554784
135,MM02,3,9,FALSE,FALSE,say,nO,4.548273613,5.001282747,0.453009134,n,,sonorant,O,M,0.164258521,0.288750613,5.927483646,2.153072058,3.404290849,15.40891619,0.01098,0.00794,0.00576,0.03394,0.03967,0.06218,0.09999,0.15286,16.52591084,15.83831211,16.31254942,14.15926511,74.75830462,71.56122424,65.33823568,54.46644074,676.2061918,657.1846901,641.6860791,955.0495019,1891.801711,1969.964284,1859.488466,2006.975671,3211.434616,3173.99412,3173.509555,3334.924181,134.8476964,130.9992832,130.5712552,132.4442682
136,MM02,3,10,FALSE,FALSE,say,lE,5.63242605,6.066367149,0.433941099,l,,sonorant,E,M,0.183834547,0.250106551,0.808385901,1.242577821,1.046243353,11.84420011,0.00352,0.01261,0.01129,0.02423,0.10549,0.16487,0.15828,0.24545,8.718797615,2.28150365,6.993030922,4.506118581,68.88458081,66.41566452,63.19678322,53.36542835,602.5618346,582.3202235,585.2535593,617.6552875,2037.327603,2044.698033,2049.872027,2019.952514,2832.801215,2866.832033,2859.060826,3010.834781,121.8730138,120.3631476,120.8230492,123.6084062
137,MM02,3,11,FALSE,FALSE,say,le,1.872284155,2.17933375,0.307049596,l,,sonorant,e,L,0.117271061,0.189778534,1.081148102,-0.980271736,-11.75377041,NA,0.11713,0.08881,NA,NA,0.41075,0.15219,NA,NA,3.321655785,6.011154892,3.377122025,2.242766711,64.73718116,63.91523103,55.69883347,50.48579478,313.9813723,306.0151929,351.1039053,1463.525077,2199.64963,2226.111922,2291.467906,2337.37011,2966.69044,3103.767493,2978.993121,3282.140075,103.3060215,97.1390508,90.01056924,NA
138,MM02,3,12,FALSE,FALSE,say,lu,6.693995826,7.005419335,0.311423509,l,,sonorant,u,L,0.147987096,0.163436413,7.287176447,1.483542056,0.712162578,-13.06369516,NA,NA,0.03269,NA,NA,NA,0.3542,NA,7.41802772,4.072782479,2.733815744,1.822764884,50.16222207,55.26711045,55.56009151,50.09945613,1178.038277,994.3485401,782.834806,807.9234936,2021.278962,2131.373037,2151.602844,2251.274295,3508.325682,3133.879778,3201.028592,3304.219058,97.9061345,95.41529694,91.77544441,86.95862597
139,MM02,3,13,FALSE,FALSE,say,lO,1.778655516,2.146614807,0.367959291,l,,sonorant,O,M,0.121477081,0.24648221,2.874994884,3.720226448,4.635724541,16.20257864,0.00825,0.00893,0.01167,0.07135,0.05129,0.06176,0.06262,0.15134,11.15846906,11.11143785,11.59859651,NA,68.57031016,63.52281133,58.39322544,51.00790546,683.3154142,648.2680899,551.4937332,775.1619034,1468.82814,1151.294117,1014.490425,1849.087287,3082.73826,2869.499972,2931.752782,3093.914668,129.0932905,126.244023,125.4499347,131.1186685
140,MM02,3,14,FALSE,FALSE,say,tO,1.879688093,2.115300399,0.235612306,t,,obstruent,O,H,0.00999796,0.225614346,-4.194490841,2.06657372,6.309468923,17.32784894,0.01905,0.00169,0.00788,0.01916,0.12291,0.03701,0.18037,0.2249,8.088373245,21.40429084,13.93539938,11.65741865,76.64780622,76.08225114,69.50104295,59.74651272,598.1238715,571.5454319,570.2816517,763.3848009,926.2343577,885.2429429,1448.994302,2837.005592,2944.615095,2955.079603,3114.419105,3667.297167,156.6656315,151.268233,147.9451447,149.679582
141,MM02,3,15,FALSE,FALSE,say,nE,3.349914789,3.7194947,0.369579912,n,,sonorant,E,L,0.160506597,0.209073314,2.795796955,7.813614387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.949254899,1.326363068,0.56392132,-0.801622063,66.52481784,62.52310316,57.43412153,51.78218928,578.0174791,598.9739349,1196.608515,1505.164462,1969.268975,2059.934878,2145.597642,2089.771269,2672.613461,2840.693791,3125.58727,3410.389498,111.4604104,100.1075091,NA,NA
142,MM02,3,16,FALSE,FALSE,say,nu,4.761397381,5.184346338,0.422948958,n,,sonorant,u,M,0.138834437,0.284114521,5.530719065,3.463064352,5.119677518,17.20713555,0.00405,0.0028,0.00454,0.01103,0.02354,0.06711,0.12367,0.15781,29.48940675,28.40062574,20.84758066,19.75764417,73.19676215,68.83012899,63.09369649,51.9364932,271.1673233,360.6810645,540.3350394,1103.531623,1948.50432,1860.578939,1900.453927,2101.616007,2772.000178,3235.055344,3516.329415,3411.731408,132.280442,129.3984929,130.797076,133.9010249
143,MM02,3,17,FALSE,FALSE,say,lo,4.021623267,4.487116889,0.465493622,l,,sonorant,o,M,0.125624848,0.339868774,1.860529491,1.231237226,5.137269803,16.3591718,0.00462,0.00281,0.00837,0.01359,0.04017,0.07339,0.0743,0.10528,23.13569011,23.76783056,17.33032246,15.07980505,77.00685857,74.66897075,66.62898089,60.46967311,364.8810626,367.8864274,350.8758573,897.4087558,792.180262,748.5362749,708.2704943,2026.408122,2698.484844,2903.376077,2833.073227,3121.187959,138.2113442,134.4733024,132.0258106,137.3307122
144,MM02,3,18,FALSE,FALSE,say,tE,2.556799171,2.856536515,0.299737344,t,,obstruent,E,M,0.01179522,0.287942124,2.672404493,1.541877393,3.175962469,13.45055961,0.02636,0.00544,0.00705,0.00955,0.11207,0.04805,0.03673,0.19189,6.379270813,9.851668128,11.63853317,12.3741983,73.69890315,69.32550909,66.23918387,60.04980207,562.1602486,580.9578456,498.8836089,1190.033966,1954.352925,2010.374674,1966.865774,2223.415741,2728.929771,2706.638081,2639.690553,3002.196037,137.4846593,129.7636686,132.4960703,136.6986372
145,MM02,3,19,FALSE,FALSE,say,tu,2.194074664,2.508432792,0.314358128,t,,obstruent,u,H,0.091993043,0.222365085,-2.697297347,1.387781628,5.464385926,10.67476864,0.01294,0.00604,0.01038,0.02361,0.04474,0.02316,0.09767,0.24851,15.65946263,18.92831425,17.69792263,12.9500894,67.53979692,67.45733466,63.61184373,55.04400112,338.3895112,336.4380166,316.3104858,301.6810234,1726.039816,1595.738774,1491.072355,1534.056749,3123.135267,3335.291222,3409.099364,3348.235534,166.627165,154.7807592,155.2687366,156.9434161
146,MM02,3,20,FALSE,FALSE,say,ne,2.635037644,3.101218155,0.466180511,n,,sonorant,e,H,0.150683407,0.315497104,9.203385647,-1.544942361,4.577638768,15.86339341,0.00746,0.00301,0.00434,0.0097,0.03671,0.05731,0.12782,0.11702,15.68325014,18.65535859,18.60219845,NA,76.24598293,74.63594836,66.75995706,55.51609057,427.6190674,395.5450997,343.9119055,1047.639935,2284.219441,2246.580572,2103.944399,2173.755828,3165.229398,2416.261094,2505.612245,3024.847014,152.2991578,154.4487184,154.6879439,153.329021
147,MM02,3,21,FALSE,FALSE,say,lu,2.120304832,2.483424402,0.36311957,l,,sonorant,u,H,0.134700865,0.228418705,9.977840384,-0.64697271,-2.398967019,11.45257399,0.0085,0.00684,0.0063,0.01616,0.05518,0.09335,0.08595,0.15173,20.85151154,20.6199053,18.82307151,14.64343827,72.4326949,68.620058,63.86545898,56.04704673,321.9416408,403.6682876,373.4748546,810.8747781,2208.134589,1612.968685,1961.788531,2203.319583,3355.824126,3191.34456,3404.294563,3789.001084,152.3724187,159.7132506,157.2733612,156.9915647
148,MM02,3,22,FALSE,FALSE,say,ni,1.409617094,1.72611182,0.316494726,n,,sonorant,i,L,0.166887089,0.149607636,15.95043656,15.52397999,1.370788304,-15.98690884,NA,NA,NA,NA,NA,NA,NA,NA,10.11108635,10.09043817,8.244646616,6.144413665,61.68666876,60.34273265,53.49878005,49.89125337,341.4033863,324.3626972,332.8958458,330.1268249,2374.20878,2370.631739,2342.404751,2424.237238,2782.683531,2770.349436,2964.163151,2906.537983,108.5354963,103.3712461,96.47947096,90.37367316
149,MM02,3,23,FALSE,FALSE,say,ti,2.53240175,2.9420513,0.40964955,t,,obstruent,i,M,0.099277679,0.310371871,4.187025109,1.763285625,6.605406271,11.03813923,0.01886,0.00574,0.01205,0.00744,0.10724,0.11481,0.15029,0.11671,18.13308279,17.51723385,11.51440135,15.74848707,70.23344213,66.18262796,57.28406626,57.10973127,252.6154059,272.2877988,517.5604088,176.6757014,2328.689841,2360.156811,2563.157828,2268.909806,3272.427885,3463.004242,3335.702708,3162.411698,138.3719691,127.7317276,131.4198009,138.5477705
150,MM02,3,24,FALSE,FALSE,say,nO,1.061147646,1.336591131,0.275443485,n,,sonorant,O,L,0.098648629,0.176794857,2.80764043,4.424318665,4.748337265,-1.603808001,NA,NA,0.03105,0.03082,NA,NA,NA,0.57075,NA,-12.03169803,-1.886985073,-0.156209477,61.94370779,59.83934893,56.27264336,53.90819797,689.0964627,534.4777471,467.9588757,497.7047976,1802.105065,2564.409599,1979.115536,2208.91795,3122.02169,3374.287369,3262.159413,3419.237112,113.6895709,104.674314,97.65604335,95.55889545
