,subj,block,trial,error,F0_error,carrier_word,target_word,target_start,target_end,target_dur,target_sylons,target_sylonsvoice,target_sylonsclass,target_vowel,target_tone,target_sylonsdur,target_voweldur,specTilt_1,specTilt_2,specTilt_3,specTilt_4,jitter_1,jitter_2,jitter_3,jitter_4,shimmer_1,shimmer_2,shimmer_3,shimmer_4,hnr_1,hnr_2,hnr_3,hnr_4,amp_1,amp_2,amp_3,amp_4,f1_1,f1_2,f1_3,f1_4,f2_1,f2_2,f2_3,f2_4,f3_1,f3_2,f3_3,f3_4,f0_1,f0_2,f0_3,f0_4
201,MM02,4,12,FALSE,FALSE,say,nu,1.000687218,1.183958635,0.183271417,n,,sonorant,u,L,0.068836454,0.114434963,4.499553676,6.058985486,-2.831100779,5.204260893,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.479945385,-4.82232778,-1.234897836,56.78445029,54.89533675,52.73383516,50.12283241,418.8422488,549.1165557,599.3166734,531.8164378,1578.293264,1947.881807,1997.26958,2121.108419,2207.931525,2720.450279,3009.154886,3362.057918,108.1654069,102.6645933,95.63309534,92.18248808
202,MM02,4,13,FALSE,FALSE,say,nE,0.888301374,1.196849262,0.308547887,n,,sonorant,E,L,0.117382348,0.191165539,1.623403631,-1.58870123,-5.372420319,-2.891708728,NA,NA,NA,NA,NA,NA,NA,NA,1.957236845,0.464703099,1.596919638,1.391031543,59.63810936,60.07082531,59.2952818,51.50546282,576.025783,627.5854285,595.4157441,618.7473056,1939.23993,2000.683526,2001.472198,1986.951783,2824.507995,2834.235535,2951.279446,2973.299722,107.4107284,100.1218381,95.66954749,94.70690681
203,MM02,4,14,FALSE,FALSE,say,ni,0.907404554,1.314880449,0.407475895,n,,sonorant,i,H,0.110804849,0.296671046,6.846992492,5.916066366,16.60917923,18.42660718,0.00514,0.00363,0.01153,0.02987,0.01548,0.04804,0.16091,0.12908,22.9337152,25.09533939,19.55007016,18.85861878,72.69172047,71.39213163,64.44289717,52.92394967,307.6324991,290.5417395,222.8950753,182.1240122,2344.689539,2096.88938,1832.673925,2005.124956,3505.96114,3163.156238,2694.001428,2448.477121,144.887336,143.2194184,150.1952998,150.7827583
204,MM02,4,15,FALSE,FALSE,say,na,0.640052159,0.894182949,0.25413079,n,,sonorant,a,L,0.103272711,0.150858078,1.440476988,4.295286045,-3.514432253,-3.327735432,NA,NA,NA,NA,NA,NA,NA,NA,-3.591285533,-2.359740267,-2.858355964,-3.153410076,58.56783435,57.12687779,54.93219165,50.91884275,623.3392043,843.0312936,841.6117787,693.4247325,1611.998833,1568.051871,1570.808774,1441.192705,2834.553098,2902.866675,2985.502094,3024.689832,108.5283135,102.8943979,97.56472728,96.33566076
205,MM02,4,16,FALSE,FALSE,say,lu,0.990926104,1.333830942,0.342904838,l,,sonorant,u,H,0.120816212,0.222088626,6.005786225,5.77579627,9.954046163,12.49341351,0.0035,0.00265,0.00923,0.03135,0.04423,0.06737,0.05573,0.25666,26.70275054,30.00815313,22.39889918,16.41336089,69.23887876,68.32791441,63.94493162,56.78616653,263.0295598,271.8915499,350.9192728,823.8801585,863.205851,1762.57487,1232.588814,2072.331172,2520.339362,3063.028938,2627.727082,3438.657471,149.3336755,149.9902279,148.0068498,145.3985787
206,MM02,4,17,FALSE,FALSE,say,tE,1.057563231,1.388127659,0.330564428,t,,obstruent,E,H,0.01760267,0.312961758,2.137952628,3.109590634,8.709864999,16.66009569,0.01232,0.00844,0.00754,0.0153,0.0697,0.03812,0.15599,0.18967,10.12093899,15.48012064,12.78297169,NA,72.51174097,69.77007718,64.36849107,53.66245294,461.3404805,438.9661687,1199.226852,1132.882972,2056.148399,2054.856814,2117.193836,2192.784068,2542.179165,2841.942975,2941.239549,3002.012352,150.2349579,142.7804762,146.5037885,150.2815737
207,MM02,4,18,FALSE,FALSE,say,le,0.939626548,1.349484725,0.409858178,l,,sonorant,e,M,0.129389867,0.28046831,1.105875204,-1.226274628,-0.632780328,4.277797531,0.00498,0.00517,0.00332,0.02322,0.05305,0.04927,0.03875,0.2087,14.86397953,23.37350136,11.76408707,-3.017967148,63.46119927,63.72558945,62.27942815,53.93188787,316.2799739,343.8956743,347.7704396,515.8641196,2098.391455,2117.653057,2278.531066,2292.458091,2800.160853,2879.912824,2530.321169,2638.228455,123.7187925,121.908586,120.2831974,122.1621957
208,MM02,4,19,FALSE,FALSE,say,lo,0.647740149,1.023422801,0.375682651,l,,sonorant,o,M,0.125765008,0.249917644,0.951362411,-0.043690839,-0.608609525,5.548790867,0.00987,0.00223,0.00431,0.00456,0.03461,0.03542,0.0895,0.11057,23.32482106,23.36762579,20.32915527,-4.772132026,64.70290333,64.30547318,62.49811728,53.73563244,340.2190934,352.2735195,359.2749485,326.23949,1020.744024,935.721832,806.3134188,844.8115508,2620.604483,2760.975525,2830.088294,2705.051605,127.0818024,124.4441529,122.0066215,122.1398182
209,MM02,4,20,FALSE,FALSE,say,tO,0.783880992,0.939553685,0.155672693,t,,obstruent,O,L,0.014783719,0.140888974,6.341057511,2.172488504,-9.524009061,-1.620415338,0.09356,NA,NA,NA,NA,NA,NA,NA,-2.97984446,-5.725773574,-2.254774759,-1.338494585,61.6367444,56.71759863,55.90349192,51.19338032,513.3431741,487.4971974,335.6197456,403.7392776,2330.447022,2507.558802,669.3742224,1978.827356,3465.613003,3483.645139,2902.675305,3338.415302,118.4086254,100.1936806,93.88539184,91.4799643
210,MM02,4,21,FALSE,FALSE,say,te,0.897804278,1.176692231,0.278887954,t,,obstruent,e,M,0.022759211,0.256128743,3.499302436,-3.100564892,-2.372205354,4.560656654,0.04292,NA,NA,0.05567,0.15674,NA,NA,NA,12.19573324,1.627549979,-3.523210611,-3.026549827,66.94332671,62.98669698,61.49254061,53.84488657,328.5566673,329.26861,329.9291712,310.916329,2243.424931,2283.005114,2284.132134,2273.525992,3012.077107,3119.077747,3072.869196,2663.00724,131.9538159,120.3155651,118.1719715,119.0015956
211,MM02,4,22,FALSE,FALSE,say,lE,0.997899756,1.317856037,0.31995628,l,,sonorant,E,L,0.114469942,0.205486338,1.309711937,-8.674287811,-15.05440776,-9.076810031,NA,0.01888,0.03694,0.01191,NA,0.19347,0.09002,0.2388,0.287978887,0.072959038,-0.079628779,-0.292045683,59.06410045,59.35909399,56.29173135,51.54416709,431.437372,489.5759384,501.1500099,519.5743475,2009.82703,2023.348086,1994.356422,2017.605343,2726.086643,2780.241943,2751.740853,2758.781742,101.2364096,94.91522197,91.88149777,93.87980569
212,MM02,4,23,FALSE,FALSE,say,lo,0.615617909,0.95390909,0.338291182,l,,sonorant,o,H,0.104247386,0.234043796,0.919080759,-0.39442657,2.600078855,19.00139953,0.00383,0.00202,0.00685,0.00995,0.03889,0.01771,0.09394,0.19447,25.60609612,29.22068564,20.35901877,16.78454024,71.1083716,70.76664722,66.94287888,58.72910212,372.2579985,356.864991,317.5017788,475.386756,1974.437151,905.0202711,621.7551322,1642.053704,3027.707684,2805.239715,2635.662001,3060.698916,146.1792388,145.8432348,142.8137594,144.4385047
213,MM02,4,24,FALSE,FALSE,say,ta,0.797855427,1.064080135,0.266224708,t,,obstruent,a,M,0.013313621,0.252911088,5.595737544,3.447748747,1.707473491,8.252383093,0.05199,0.00806,0.00537,0.01673,0.07366,0.06399,0.06812,0.17883,9.040346235,9.72109697,2.206584238,3.247960755,67.31515354,64.19085711,59.72137878,53.6054874,580.2496524,618.770328,611.79848,586.2009802,1347.449115,1485.905,1491.177907,1506.101171,2701.849812,2786.443931,2789.483565,2874.038407,138.5190644,124.8495779,120.0367883,121.6343735
214,MM02,4,25,FALSE,FALSE,say,no,0.810813255,1.127828072,0.317014818,n,,sonorant,o,M,0.096667535,0.220347283,1.205773237,-2.674734244,-1.622846544,1.260860312,0.00989,0.0018,NA,0.02492,0.06901,0.04553,NA,NA,18.12130426,11.62829193,-7.053346739,-14.24117284,61.89301622,61.43077981,58.40659492,52.093491,514.9186239,409.7714893,466.201442,411.046349,1804.148234,710.1641611,955.7064708,1614.639048,3575.14272,2894.309422,2883.595909,3182.282915,123.8099578,120.8690666,118.9797585,121.1689936
215,MM02,4,26,FALSE,FALSE,say,la,0.771611543,1.044871539,0.273259996,l,,sonorant,a,L,0.110807558,0.162452438,1.934431962,-8.725972722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.757582901,-0.085086521,0.707148919,0.20703914,59.33167769,55.73043016,53.06133221,50.51506944,681.4081793,743.8311902,740.7379142,770.5161992,1562.266654,1596.187753,1540.12176,1464.588555,2663.636598,2650.852848,2712.47889,2619.196991,102.182593,96.96751787,NA,NA
216,MM02,4,27,FALSE,FALSE,say,lO,0.543815083,0.798882312,0.255067229,l,,sonorant,O,L,0.09509887,0.15996836,0.639692694,-2.894989524,-3.493045407,-2.539474585,0.10324,0.08688,0.09705,NA,0.09853,0.27357,0.18356,NA,3.226929834,5.014045228,2.455941271,-1.766334443,58.82609422,55.82625862,51.52219557,50.82795438,415.5553408,414.1511446,421.9154095,450.5239404,1013.152228,824.6868939,1987.910272,2398.348619,2731.933465,2595.895358,3256.984764,3383.866262,97.90354224,92.67435081,89.74721239,86.58209258
217,MM02,4,28,FALSE,FALSE,say,na,0.56164866,0.901138003,0.339489343,n,,sonorant,a,M,0.099284619,0.240204724,5.734137813,2.242298431,1.294439988,14.23283844,0.00691,0.00661,0.021,0.02461,0.0809,0.0202,0.07986,0.24306,6.904947539,8.668022841,-0.231641059,8.340483801,64.11064802,61.86633415,58.56365666,54.56696882,684.8902609,644.4713094,526.4156173,542.8163871,1658.32445,1665.641516,1652.631442,1593.391937,3137.552537,2559.491516,2687.282395,2774.067832,126.1894211,121.7172823,119.9880235,120.5038543
218,MM02,4,29,FALSE,FALSE,say,tu,0.724709709,1.017820188,0.293110478,t,,obstruent,u,M,0.092066955,0.201043523,6.700274495,2.662821134,1.331682403,11.47377007,0.02123,0.00227,0.00365,0.02584,0.12161,0.0987,0.12988,0.17306,16.33053932,23.90599627,25.38835111,13.20275907,62.61040668,59.51579796,57.1656115,50.94434677,254.524515,290.773502,297.0222322,575.6500178,1567.827643,1988.414922,1616.768838,1615.790117,2537.346363,2952.871595,2721.433842,3002.783368,132.3874607,124.9847401,124.0162185,126.0973189
219,MM02,4,30,FALSE,FALSE,say,ti,0.967127836,1.192357282,0.225229446,t,,obstruent,i,L,0.05676193,0.168467516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43920299,1.927070268,0.902028226,0.799761573,63.64170446,61.52657128,56.82956412,51.70053672,2142.709446,2017.799749,1841.344358,1779.992544,2948.522735,2854.552859,2811.13095,2655.525424,3978.630433,3845.985525,3723.753716,3717.048832,NA,NA,NA,NA
220,MM02,4,31,FALSE,FALSE,say,nO,0.917017475,1.291497052,0.374479577,n,,sonorant,O,H,0.134446918,0.240032659,5.131120857,4.03020117,6.332138385,16.18693218,0.00898,0.0064,0.0032,0.02453,0.02667,0.05149,0.08436,0.20564,18.37358019,20.2153902,19.50054629,17.04950616,71.30888773,69.72258575,66.33300682,57.78832213,400.60307,641.1041603,780.5349783,1608.542557,2055.163397,2411.755458,2215.877649,2938.196233,3195.308912,2999.383505,3250.105799,3786.564094,141.4563129,143.6584126,144.3713202,144.9390935
221,MM02,4,32,FALSE,FALSE,say,te,1.084337543,1.294202113,0.20986457,t,,obstruent,e,L,0.057702152,0.152162418,4.783446414,3.866907074,0.297666845,2.753092191,0.07998,NA,NA,NA,NA,NA,NA,NA,-7.380830962,3.427789501,1.438533761,5.579226129,65.39800361,58.74090722,53.26776783,49.63935478,320.0604548,337.9668229,348.7760874,363.4648665,2164.737003,2179.444483,2167.161154,2183.019473,2798.808446,2769.340383,2864.219392,2776.721547,115.4621823,99.90849888,95.88194094,98.93368723
222,MM02,4,33,FALSE,FALSE,say,nE,0.966231358,1.367704314,0.401472955,n,,sonorant,E,M,0.145902929,0.255570026,7.441577211,1.645993985,0.386599189,10.20333888,0.01286,0.02586,0.01408,0.02864,0.06982,0.18782,0.08613,0.19507,8.058735626,4.975769796,2.861165241,5.710580366,64.30659024,62.23825646,59.46484805,54.81762481,585.7400113,534.1671489,504.4060968,858.9901924,1997.419004,2047.679454,1994.820371,2171.634956,3030.989552,2708.789326,2520.874478,2793.445076,125.8680036,122.8263652,118.7974891,120.4733546
223,MM02,4,34,FALSE,FALSE,say,nu,0.969662858,1.332988557,0.3633257,n,,sonorant,u,M,0.146869459,0.216456241,0.726444494,3.083447988,2.346441527,16.14079319,0.00637,0.01031,0.01199,0.02692,0.03428,0.04574,0.05408,0.13941,11.9701322,17.37040947,17.84426917,13.54168923,62.98126449,61.57286789,61.83998517,52.8248737,376.5094613,316.8545623,261.7038311,322.9848822,1514.734651,1629.787101,1678.51244,1597.352059,2599.771284,2699.966861,2618.667002,2658.437701,121.108028,123.8213333,127.8435422,124.2486062
224,MM02,4,35,FALSE,FALSE,say,lO,1.17983644,1.53542897,0.355592531,l,,sonorant,O,H,0.067724492,0.287868039,3.285002388,-0.253238108,16.09319868,17.66243914,0.00225,0.00657,0.01282,0.01988,0.02692,0.04783,0.14181,0.18695,20.85039627,17.01093704,11.42137123,11.57668123,71.95115973,70.43987547,63.49864197,53.74678451,566.0596837,519.1957711,507.6155064,951.2004705,925.2678356,894.2150131,1723.074942,2891.432151,2725.70213,2683.836421,3086.164516,3375.527893,151.1132089,147.2983935,149.0454295,154.3294517
225,MM02,4,36,FALSE,FALSE,say,li,0.73034846,0.96613436,0.2357859,l,,sonorant,i,L,0.097199678,0.138586222,-4.358725841,-7.386882727,-14.95916731,-11.75332706,0.01443,0.06053,NA,0.02256,0.25866,NA,NA,NA,0.450690763,1.335516938,5.862237075,3.80522631,55.54461051,50.94527827,48.20034968,45.93902896,362.617503,328.5904422,333.0183287,1439.53562,1842.95467,2317.707763,2479.461591,3066.105614,2454.967263,3071.49607,3436.941418,3579.465346,97.60634671,91.11694717,85.32903308,80.58006851
226,MM02,4,37,FALSE,FALSE,say,tu,0.589369798,0.849522437,0.260152638,t,,obstruent,u,L,0.093479441,0.166673197,-1.212180166,-5.563346746,0.743031473,-2.320133887,NA,0.05999,0.16535,0.0606,NA,0.07955,0.19816,NA,-4.566502217,-0.147252579,-3.553763289,-1.375409583,57.51217341,53.28153681,47.88524726,45.83100686,356.9386509,365.8691367,386.2442543,348.6719716,1435.491112,1441.766198,1375.614424,1827.131317,2654.843822,2644.142553,2618.60573,2816.051391,105.618963,93.13231975,89.76696622,92.65871816
227,MM02,4,38,FALSE,FALSE,say,lE,0.537644871,0.8869278,0.349282929,l,,sonorant,E,M,0.134174137,0.215108792,1.765498879,0.436853767,-1.668347261,5.673737176,0.016,0.00375,NA,0.04522,0.07162,0.10214,NA,0.25395,5.559025267,11.14501391,-2.158387669,3.113488192,62.17590491,61.76880613,60.63206173,52.91440462,466.5073495,543.6967599,513.750404,420.6734549,1983.572028,1993.782249,2004.946642,1921.510056,2854.105618,2842.259446,2833.736499,2647.29119,122.572577,120.668058,118.0435001,118.5613202
228,MM02,4,39,FALSE,FALSE,say,le,0.821112497,1.083191066,0.262078568,l,,sonorant,e,L,0.14335455,0.118724018,3.504163539,-2.140196442,-6.57314689,2.682277931,NA,0.01121,NA,NA,NA,0.07587,NA,NA,4.310358127,1.185245528,1.772811712,6.732576022,56.91529971,57.80980819,55.91605722,50.75040732,343.6432471,330.034617,348.132026,342.9603247,2173.429965,2056.928226,2184.947262,2105.463019,2893.771915,2902.13726,2822.344996,3018.132834,97.61950754,96.10008953,95.89261759,99.51829071
229,MM02,4,40,FALSE,FALSE,say,ne,0.785839821,1.183233611,0.397393789,n,,sonorant,e,M,0.145917763,0.251476027,-0.482511403,-2.432520618,-0.531895655,10.77384972,0.0049,NA,NA,0.01423,0.02187,NA,NA,0.15325,17.26269448,-12.62064189,7.087775676,11.52524269,65.02581212,63.42611223,59.17004016,54.35479594,392.0835661,328.1403695,298.1015312,334.0767523,2268.07983,2303.237032,2351.046064,2269.354319,2711.239464,3041.754763,2999.475503,2583.746109,120.5939234,117.2542704,117.2145769,124.8034349
230,MM02,4,41,FALSE,FALSE,say,nO,0.781003542,1.267217688,0.486214146,n,,sonorant,O,M,0.204178492,0.282035654,3.221418996,1.51725147,-0.213814204,8.968570625,0.00747,0.00709,0.00808,0.00889,0.18676,0.10683,0.08796,0.11143,10.06872083,11.19139118,7.358049323,8.02646494,62.99533333,61.71241288,58.90647504,53.39723939,686.0077766,749.3650767,695.589495,767.4423498,2060.839506,2426.318379,2079.368535,2109.239988,3017.694696,3612.598193,3485.518893,3195.601798,121.9912338,123.0095904,119.7312811,122.3713412
231,MM02,4,42,FALSE,FALSE,say,lO,0.66557407,0.978303555,0.312729485,l,,sonorant,O,L,0.120902804,0.191826681,2.236023055,4.515119628,NA,NA,NA,NA,0.01319,NA,NA,NA,NA,NA,-6.431747112,-5.666135484,-1.043497992,-0.581006694,57.19399902,51.28056159,51.53318245,49.85963431,678.9840483,836.3173014,606.6687158,544.4831995,1753.074724,1934.300656,1341.882944,938.2391876,2972.452461,3132.012227,2830.80927,2724.3625,102.1399818,101.3611212,NA,NA
232,MM02,4,43,FALSE,FALSE,say,no,3.417109537,3.804954341,0.387844805,n,,sonorant,o,H,0.157488507,0.230356297,2.696151811,-3.797862887,1.14184528,16.91252287,0.00518,0.0025,0.00267,0.00798,0.06363,0.04707,0.10012,0.18383,15.57734929,24.30220697,22.92498335,18.96020092,74.70778306,74.21780013,68.96250101,58.99601789,451.5904787,373.8837271,327.8979785,426.3965558,1593.624584,780.8024367,754.2151093,1803.424263,3008.119577,2900.408953,2942.249009,3182.356691,153.2715805,153.3889276,153.293954,155.7873969
233,MM02,4,44,FALSE,FALSE,say,na,0.854513949,1.223629822,0.369115874,n,,sonorant,a,H,0.125327715,0.243788159,7.023974132,4.807615242,8.94097238,20.85664011,0.00725,0.00464,0.013,0.03045,0.06058,0.07444,0.1362,0.19607,12.25494167,14.33968808,10.95531967,5.753695577,69.24105578,68.77870886,65.59797413,54.58683253,637.2731988,660.7954804,849.8280244,1490.800189,1602.34589,1483.458918,1615.362057,1795.911464,2992.325615,3104.491564,3170.129127,3308.238207,154.5692462,154.9795633,155.2895784,155.8913665
234,MM02,4,45,FALSE,FALSE,say,ne,0.791934695,1.088645099,0.296710404,n,,sonorant,e,L,0.133542622,0.163167782,-2.307154425,-7.39173724,-7.6684095,-9.992873656,NA,NA,0.03747,NA,NA,NA,0.03563,NA,3.243212288,2.855740111,0.301971353,0.897790501,56.85114665,53.71086484,53.99855971,50.92054031,419.4288692,444.1962917,418.8705203,419.7776817,2159.842898,2210.745047,2266.347073,2302.150422,2671.188831,2641.799652,2680.914825,2433.730915,98.80255563,95.20309804,90.39688063,89.36203337
235,MM02,4,46,FALSE,FALSE,say,ta,2.24142968,2.525214813,0.283785132,t,,obstruent,a,H,0.010746422,0.273038711,1.413833094,3.481732759,8.777787368,17.64057526,0.01218,0.00253,0.0073,0.0303,0.08714,0.04316,0.11094,0.19545,7.802385575,15.83941088,10.52397373,8.498601831,70.11420504,69.01382874,65.33678733,58.20580951,676.179133,675.6042715,582.0324739,730.7504725,1717.716894,1644.967364,1628.052291,1888.033216,3516.653799,2252.107601,2538.146398,3262.54249,153.9454703,149.1337347,152.1428669,158.4945608
236,MM02,4,47,FALSE,FALSE,say,ti,0.544727994,0.868986905,0.32425891,t,,obstruent,i,M,0.102765569,0.221493342,4.214638799,-4.076335794,-2.618483772,11.7937954,0.03601,0.00598,0.02219,0.01812,0.19574,0.02569,0.11723,0.09321,13.18132015,25.30756206,19.45759213,11.02012147,63.30671203,61.64812908,57.97311563,53.51318765,265.0386053,300.2237417,326.8424412,322.9148131,2352.977148,2347.303378,2278.627089,2266.240984,3154.75898,3423.851403,2960.890964,2685.795959,134.7185371,124.0484537,121.7709013,128.1834793
237,MM02,4,48,FALSE,FALSE,say,nO,2.534053147,2.797726367,0.263673219,n,,sonorant,O,L,0.139204732,0.124468487,-0.684402155,-1.037914849,-6.370927763,1.811635339,NA,NA,NA,NA,NA,NA,NA,NA,5.606396032,5.613214876,-2.0766765,-2.23208408,56.70982226,54.83194122,51.89113992,46.28918813,719.2696464,764.1650564,737.613162,693.3063681,2050.434706,2132.429893,1845.354037,1847.426163,2754.04627,2943.30783,2994.054768,2977.831437,102.6749395,98.24621447,94.14941296,92.70776317
238,MM02,4,49,FALSE,FALSE,say,tO,1.355502306,1.618536478,0.263034172,t,,obstruent,O,M,0.011321994,0.251712178,3.570146894,2.508647291,-0.313798234,16.14684533,0.05023,0.00362,0.01068,0.02044,0.11586,0.04306,0.11738,0.11088,7.219961984,15.02628938,13.06025737,9.482482767,67.62071074,63.50727886,61.90054438,54.9399518,659.1855844,652.1963343,589.1497774,729.5442605,2452.404603,2410.30536,2112.068699,2673.872223,3214.849248,3116.387156,3082.044138,3164.472135,131.4420062,126.2700863,123.3691127,125.5431786
239,MM02,4,50,FALSE,FALSE,say,ta,0.770606426,0.936202976,0.16559655,t,,obstruent,a,L,0.010492102,0.155104448,3.411749563,2.871145554,3.918281053,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.912551681,-1.616243053,-0.772643556,1.053323306,59.04850635,53.27504704,52.67830268,50.45297361,668.7627608,740.1864499,707.3095731,744.0577277,1333.928687,1410.641525,1381.193334,1350.763894,2868.202705,2724.992188,2719.199455,2737.961296,106.7560254,102.9960671,98.27011307,NA
240,MM02,4,51,FALSE,FALSE,say,tE,2.213580158,2.515642208,0.30206205,t,,obstruent,E,M,0.014907294,0.287154755,4.080475179,2.107049344,0.001095954,19.61491873,0.02478,0.00948,0.01094,0.02237,0.12507,0.06649,0.08597,0.11251,6.880707976,8.271565788,6.479482257,5.681792856,67.70205466,63.90967842,59.93783401,55.94321673,429.3633786,542.3106303,744.8709519,1451.491393,2029.718803,2090.805474,2143.542983,2434.394306,2965.762988,2704.080856,2945.825158,3185.941785,135.3762293,128.0870361,123.9162116,133.0410757
241,MM02,4,52,FALSE,FALSE,say,ni,0.569448742,0.968045791,0.398597049,n,,sonorant,i,M,0.136097189,0.26249986,2.195383394,1.149546355,-0.194481389,11.62049847,0.0095,0.00699,0.00808,0.01614,0.04227,0.04155,0.10888,0.13492,26.00748925,26.32477707,22.30001062,11.02199604,64.00464577,62.08435232,59.04710539,52.8584651,267.2930859,261.9203752,286.0826537,453.2246753,2233.342784,2052.863834,2231.831771,2180.024128,2643.249167,2729.282781,3091.043595,2605.813314,123.8193419,124.8396964,124.8416894,129.8724852
242,MM02,4,53,FALSE,FALSE,say,tE,0.773942236,0.907277779,0.133335544,t,,obstruent,E,L,0.012570354,0.12076519,11.34234921,5.632136718,0.016143186,-2.5097021,0.10048,0.06522,0.03929,NA,0.11905,NA,NA,NA,7.836907731,2.114509378,2.173359963,3.134847223,62.78635006,60.33215844,58.72312557,52.98097416,414.3410142,491.5031197,495.240751,500.5976023,1985.709481,2005.082641,1921.016048,1921.978452,2632.756717,2673.529236,2664.163261,2593.741571,144.7125536,161.3499542,164.6465885,164.5201003
243,MM02,4,54,FALSE,FALSE,say,nE,1.028255891,1.403187157,0.374931266,n,,sonorant,E,H,0.122366143,0.252565123,1.697404604,-0.947310303,-0.367223436,4.785407423,0.01351,0.00858,0.00837,0.02085,0.1257,0.07205,NA,0.29851,8.055503481,9.738843024,1.119023258,5.660003249,62.64111935,62.41615269,59.3563899,53.06500179,565.5132739,587.8437923,658.7468728,897.6398302,1921.506507,2008.102067,2010.987497,2080.31384,2902.195005,2828.664576,2602.34881,2816.225784,125.1408956,121.198846,117.6608971,119.4392923
244,MM02,4,55,FALSE,FALSE,say,li,3.574889301,3.905000607,0.330111306,l,,sonorant,i,H,0.122641454,0.207469852,-2.677421425,1.46379422,14.78328829,23.914205,0.00502,0.00524,0.01591,0.03467,0.04679,0.05729,0.10705,0.22978,20.72187545,20.28257503,17.88509782,18.54408784,71.8527778,69.21941111,62.96250799,50.48803546,308.932587,272.2736266,186.1075506,159.533986,2375.457306,2285.699377,2235.148248,2020.344679,2598.759927,3219.582799,3289.995546,3127.529592,156.3264804,153.1927077,153.3216906,153.4436399
245,MM02,4,56,FALSE,FALSE,say,li,0.952957091,1.276214808,0.323257717,l,,sonorant,i,M,0.126483,0.196774717,3.674739323,-0.419038593,6.462812634,16.2028962,0.0203,0.00963,0.00235,0.02473,0.04392,0.1072,0.18233,0.14161,15.64847333,20.58543289,19.72277003,11.05548581,65.19119777,62.36319352,56.74296269,53.09899061,312.9229474,294.8215315,242.1897286,163.6317715,2439.903444,2465.518765,2434.319404,2417.667985,2760.638991,3130.632482,3287.912518,3152.464696,125.3016062,122.2206703,121.9484166,126.8025169
246,MM02,4,57,FALSE,FALSE,say,ni,0.987282025,1.271034731,0.283752705,n,,sonorant,i,L,0.131987093,0.151765613,13.18513107,3.380988036,-3.526419512,2.673722706,NA,NA,NA,NA,NA,NA,NA,NA,8.820230016,6.770526341,4.526264879,3.811598648,59.1685283,55.2881534,53.18411296,49.46130765,2437.211858,1007.791788,1147.694332,2320.050509,3093.828244,2634.420015,2781.808343,2705.133686,3740.080013,3501.703792,3467.844705,3689.992628,103.6588106,96.73953755,90.66602074,89.91766704
247,MM02,4,58,FALSE,FALSE,say,le,1.250361226,1.727650532,0.477289307,l,,sonorant,e,H,0.164764222,0.312525085,3.150656491,2.225663376,12.85412615,12.57429143,0.006,0.00545,0.00514,0.01633,0.05075,0.0818,0.10549,0.11066,18.53397549,20.42312246,19.18851183,NA,76.43059726,71.36896522,62.06340659,53.53407466,325.5355986,300.9077457,229.1149932,524.0325624,2383.045743,2118.419758,2022.377136,2241.553105,2787.968426,2814.679051,2531.349645,2927.083867,152.6690769,149.9130654,151.3479683,145.4300995
248,MM02,4,59,FALSE,FALSE,say,lO,0.971942464,1.413435072,0.441492609,l,,sonorant,O,M,0.165062552,0.276430057,1.941814377,2.62590802,10.54426909,13.43275439,0.00991,0.00374,0.01729,0.01239,0.09593,0.02906,0.15924,0.14036,11.05064728,14.08895511,8.423219366,13.13092072,64.89293027,62.11512917,53.89312514,51.32587461,640.0643687,623.7640108,809.550206,890.0221941,2615.212274,2304.443849,2501.989847,2566.745277,2971.856967,2798.891397,2888.417387,3160.308277,129.9730076,126.0711914,125.5999197,131.932866
249,MM02,4,60,FALSE,FALSE,say,to,1.915263107,2.186553547,0.27129044,t,,obstruent,o,M,0.016417448,0.254872991,-0.183179087,0.829185519,-1.341505639,1.629306476,0.03803,0.00742,0.00598,0.01101,0.10783,0.04272,0.03521,NA,13.29749042,18.1709713,20.82561483,13.04967763,68.57132709,66.46050832,63.3545266,56.05990705,418.9376206,412.7127412,376.620439,412.0899208,2662.741542,1503.732085,624.872917,1324.698895,3417.552307,3030.232854,2650.584653,2991.598552,141.4391902,130.4347729,123.9413922,120.4686233
250,MM02,4,61,FALSE,FALSE,say,nu,1.291383955,1.716678005,0.42529405,n,,sonorant,u,H,0.139623473,0.285670577,7.892061088,11.02947081,22.99053829,22.80881646,0.00344,0.00559,0.00974,0.01556,0.02015,0.06545,0.1056,0.14844,26.93793203,26.23295541,22.62320763,20.74264486,71.85440951,68.59302714,62.70932144,52.27385942,232.3467728,207.6155379,199.4651827,309.7383546,1737.495312,1756.39181,1905.741114,2044.643404,2825.192075,2915.418023,2413.840557,2940.712617,146.709644,146.8613294,152.3379665,150.7436904
